1,0,4.7909e+07,0,2.3955e+07,0,0,2.3955e+07
3,0,4.7909e+07,0,2.3955e+07,0,0,2.3955e+07
4,0,4.791e+07,0,2.3955e+07,0,0,2.3955e+07
5,0,4.791e+07,0,2.3955e+07,0,0,2.3955e+07
6,0,4.791e+07,0,2.3955e+07,0,0,2.3955e+07
8,0,4.7911e+07,0,2.3955e+07,0,0,2.3955e+07
9,0,4.7911e+07,0,2.3955e+07,0,0,2.3955e+07
10,0,4.7911e+07,0,2.3955e+07,0,0,2.3955e+07
11,0,4.7911e+07,0,2.3956e+07,0,0,2.3956e+07
12,0,4.7911e+07,0,2.3956e+07,0,0,2.3956e+07
14,0,4.7912e+07,0,2.3956e+07,0,0,2.3956e+07
15,0,4.7912e+07,0,2.3956e+07,0,0,2.3956e+07
16,0,4.7912e+07,0,2.3956e+07,0,0,2.3956e+07
17,0,4.7912e+07,0,2.3956e+07,0,0,2.3956e+07
19,0,4.7913e+07,0,2.3956e+07,0,0,2.3956e+07
20,0,4.7913e+07,0,2.3956e+07,0,0,2.3956e+07
21,0,4.7913e+07,0,2.3956e+07,0,0,2.3956e+07
23,0,4.7913e+07,0,2.3957e+07,0,0,2.3957e+07
24,0,4.7914e+07,0,2.3957e+07,0,0,2.3957e+07
25,0,4.7914e+07,0,2.3957e+07,0,0,2.3957e+07
26,0,4.7914e+07,0,2.3957e+07,0,0,2.3957e+07
27,0,4.7914e+07,0,2.3957e+07,0,0,2.3957e+07
29,0,4.7914e+07,0,2.3957e+07,0,0,2.3957e+07
30,0,4.7915e+07,0,2.3957e+07,0,0,2.3957e+07
31,0,4.7915e+07,0,2.3957e+07,0,0,2.3957e+07
33,0,4.7916e+07,0,2.3958e+07,0,0,2.3958e+07
34,0,4.7916e+07,0,2.3958e+07,0,0,2.3958e+07
35,0,4.7916e+07,0,2.3958e+07,0,0,2.3958e+07
36,0,4.7916e+07,0,2.3958e+07,0,0,2.3958e+07
37,0,4.7916e+07,0,2.3958e+07,0,0,2.3958e+07
38,0,4.7917e+07,0,2.3958e+07,0,0,2.3958e+07
40,0,4.7917e+07,0,2.3958e+07,0,0,2.3958e+07
41,0,4.7917e+07,0,2.3958e+07,0,0,2.3958e+07
42,0,4.7917e+07,0,2.3959e+07,0,0,2.3959e+07
43,0,4.7918e+07,0,2.3959e+07,0,0,2.3959e+07
45,0,4.7918e+07,0,2.3959e+07,0,0,2.3959e+07
46,0,4.7918e+07,0,2.3959e+07,0,0,2.3959e+07
47,0,4.7918e+07,0,2.3959e+07,0,0,2.3959e+07
48,0,4.7919e+07,0,2.3959e+07,0,0,2.3959e+07
50,0,4.7919e+07,0,2.3959e+07,0,0,2.3959e+07
51,0,4.7919e+07,0,2.396e+07,0,0,2.396e+07
52,0,4.7919e+07,0,2.396e+07,0,0,2.396e+07
54,0,4.792e+07,0,2.396e+07,0,0,2.396e+07
55,0,4.792e+07,0,2.396e+07,0,0,2.396e+07
56,0,4.792e+07,0,2.396e+07,0,0,2.396e+07
58,0,4.792e+07,0,2.396e+07,0,0,2.396e+07
59,0,4.7921e+07,0,2.396e+07,0,0,2.396e+07
60,0,4.7921e+07,0,2.396e+07,0,0,2.396e+07
62,0,4.7921e+07,0,2.3961e+07,0,0,2.3961e+07
63,0,4.7921e+07,0,2.3961e+07,0,0,2.3961e+07
64,0,4.7922e+07,0,2.3961e+07,0,0,2.3961e+07
66,0,4.7922e+07,0,2.3961e+07,0,0,2.3961e+07
67,0,4.7922e+07,0,2.3961e+07,0,0,2.3961e+07
68,0,4.7922e+07,0,2.3961e+07,0,0,2.3961e+07
69,0,4.7923e+07,0,2.3961e+07,0,0,2.3961e+07
71,0,4.7923e+07,0,2.3961e+07,0,0,2.3961e+07
72,0,4.7923e+07,0,2.3961e+07,0,0,2.3961e+07
73,0,4.7923e+07,0,2.3962e+07,0,0,2.3962e+07
75,0,4.7924e+07,0,2.3962e+07,0,0,2.3962e+07
76,0,4.7924e+07,0,2.3962e+07,0,0,2.3962e+07
77,0,4.7924e+07,0,2.3962e+07,0,0,2.3962e+07
78,0,4.7925e+07,0,2.3962e+07,0,0,2.3962e+07
80,0,4.7925e+07,0,2.3962e+07,0,0,2.3962e+07
81,0,4.7925e+07,0,2.3962e+07,0,0,2.3962e+07
82,0,4.7925e+07,0,2.3963e+07,0,0,2.3963e+07
83,0,4.7925e+07,0,2.3963e+07,0,0,2.3963e+07
85,0,4.7926e+07,0,2.3963e+07,0,0,2.3963e+07
86,0,4.7926e+07,0,2.3963e+07,0,0,2.3963e+07
87,0,4.7926e+07,0,2.3963e+07,0,0,2.3963e+07
88,0,4.7927e+07,0,2.3963e+07,0,0,2.3963e+07
90,0,4.7927e+07,0,2.3963e+07,0,0,2.3963e+07
91,0,4.7927e+07,0,2.3963e+07,0,0,2.3963e+07
92,0,4.7927e+07,0,2.3964e+07,0,0,2.3964e+07
94,0,4.7927e+07,0,2.3964e+07,0,0,2.3964e+07
95,0,4.7928e+07,0,2.3964e+07,0,0,2.3964e+07
97,0,4.7928e+07,0,2.3964e+07,0,0,2.3964e+07
98,0,4.7928e+07,0,2.3964e+07,0,0,2.3964e+07
99,0,4.7928e+07,0,2.3964e+07,0,0,2.3964e+07
100,0,4.7929e+07,0,2.3964e+07,0,0,2.3964e+07
102,0,4.7929e+07,0,2.3964e+07,0,0,2.3964e+07
103,0,4.7929e+07,0,2.3965e+07,0,0,2.3965e+07
105,0,4.793e+07,0,2.3965e+07,0,0,2.3965e+07
106,0,4.793e+07,0,2.3965e+07,0,0,2.3965e+07
107,0,4.793e+07,0,2.3965e+07,0,0,2.3965e+07
108,0,4.793e+07,0,2.3965e+07,0,0,2.3965e+07
110,0,4.7931e+07,0,2.3965e+07,0,0,2.3965e+07
111,0,4.7931e+07,0,2.3965e+07,0,0,2.3965e+07
112,0,4.7931e+07,0,2.3965e+07,0,0,2.3965e+07
114,0,4.7931e+07,0,2.3966e+07,0,0,2.3966e+07
115,0,4.7932e+07,0,2.3966e+07,0,0,2.3966e+07
116,0,4.7932e+07,0,2.3966e+07,0,0,2.3966e+07
117,0,4.7932e+07,0,2.3966e+07,0,0,2.3966e+07
119,0,4.7932e+07,0,2.3966e+07,0,0,2.3966e+07
120,0,4.7933e+07,0,2.3966e+07,0,0,2.3966e+07
121,0,4.7933e+07,0,2.3966e+07,0,0,2.3966e+07
123,0,4.7933e+07,0,2.3967e+07,0,0,2.3967e+07
124,0,4.7933e+07,0,2.3967e+07,0,0,2.3967e+07
125,0,4.7934e+07,0,2.3967e+07,0,0,2.3967e+07
126,0,4.7934e+07,0,2.3967e+07,0,0,2.3967e+07
128,0,4.7934e+07,0,2.3967e+07,0,0,2.3967e+07
129,0,4.7934e+07,0,2.3967e+07,0,0,2.3967e+07
130,0,4.7935e+07,0,2.3967e+07,0,0,2.3967e+07
131,0,4.7935e+07,0,2.3967e+07,0,0,2.3967e+07
132,0,4.7935e+07,0,2.3968e+07,0,0,2.3968e+07
134,0,4.7935e+07,0,2.3968e+07,0,0,2.3968e+07
136,0,4.7936e+07,0,2.3968e+07,0,0,2.3968e+07
137,0,4.7936e+07,0,2.3968e+07,0,0,2.3968e+07
138,0,4.7936e+07,0,2.3968e+07,0,0,2.3968e+07
139,0,4.7936e+07,0,2.3968e+07,0,0,2.3968e+07
141,0,4.7937e+07,0,2.3968e+07,0,0,2.3968e+07
142,0,4.7937e+07,0,2.3968e+07,0,0,2.3968e+07
143,0,4.7937e+07,0,2.3968e+07,0,0,2.3968e+07
144,0,4.7938e+07,0,2.3969e+07,0,0,2.3969e+07
146,0,4.7938e+07,0,2.3969e+07,0,0,2.3969e+07
147,0,4.7938e+07,0,2.3969e+07,0,0,2.3969e+07
148,0,4.7938e+07,0,2.3969e+07,0,0,2.3969e+07
150,0,4.7938e+07,0,2.3969e+07,0,0,2.3969e+07
151,0,4.7939e+07,0,2.3969e+07,0,0,2.3969e+07
152,0,4.7939e+07,0,2.3969e+07,0,0,2.3969e+07
154,0,4.7939e+07,0,2.397e+07,0,0,2.397e+07
155,0,4.794e+07,0,2.397e+07,0,0,2.397e+07
156,0,4.794e+07,0,2.397e+07,0,0,2.397e+07
157,0,4.794e+07,0,2.397e+07,0,0,2.397e+07
159,0,4.794e+07,0,2.397e+07,0,0,2.397e+07
160,0,4.7941e+07,0,2.397e+07,0,0,2.397e+07
161,0,4.7941e+07,0,2.397e+07,0,0,2.397e+07
162,0,4.7941e+07,0,2.3970e+07,0,0,2.3970e+07
164,0,4.7941e+07,0,2.3971e+07,0,0,2.3971e+07
165,0,4.7942e+07,0,2.3971e+07,0,0,2.3971e+07
166,0,4.7942e+07,0,2.3971e+07,0,0,2.3971e+07
168,0,4.7942e+07,0,2.3971e+07,0,0,2.3971e+07
169,0,4.7942e+07,0,2.3971e+07,0,0,2.3971e+07
170,0,4.7943e+07,0,2.3971e+07,0,0,2.3971e+07
171,0,4.7943e+07,0,2.3971e+07,0,0,2.3971e+07
172,0,4.7943e+07,0,2.3971e+07,0,0,2.3971e+07
174,0,4.7943e+07,0,2.3972e+07,0,0,2.3972e+07
175,0,4.7944e+07,0,2.3972e+07,0,0,2.3972e+07
177,0,4.7944e+07,0,2.3972e+07,0,0,2.3972e+07
178,0,4.7944e+07,0,2.3972e+07,0,0,2.3972e+07
179,0,4.7944e+07,0,2.3972e+07,0,0,2.3972e+07
180,0,4.7944e+07,0,2.3972e+07,0,0,2.3972e+07
182,0,4.7945e+07,0,2.3972e+07,0,0,2.3972e+07
183,0,4.7945e+07,0,2.3973e+07,0,0,2.3973e+07
184,0,4.7945e+07,0,2.3973e+07,0,0,2.3973e+07
185,0,4.7945e+07,0,2.3973e+07,0,0,2.3973e+07
187,0,4.7946e+07,0,2.3973e+07,0,0,2.3973e+07
188,0,4.7946e+07,0,2.3973e+07,0,0,2.3973e+07
189,0,4.7946e+07,0,2.3973e+07,0,0,2.3973e+07
191,0,4.7947e+07,0,2.3973e+07,0,0,2.3973e+07
192,0,4.7947e+07,0,2.3973e+07,0,0,2.3973e+07
194,0,4.7947e+07,0,2.3974e+07,0,0,2.3974e+07
195,0,4.7948e+07,0,2.3974e+07,0,0,2.3974e+07
196,0,4.7948e+07,0,2.3974e+07,0,0,2.3974e+07
197,0,4.7948e+07,0,2.3974e+07,0,0,2.3974e+07
199,0,4.7948e+07,0,2.3974e+07,0,0,2.3974e+07
200,0,4.7949e+07,0,2.3974e+07,0,0,2.3974e+07
201,0,4.7949e+07,0,2.3974e+07,0,0,2.3974e+07
203,0,4.7949e+07,0,2.3974e+07,0,0,2.3974e+07
204,0,4.7949e+07,0,2.3975e+07,0,0,2.3975e+07
205,0,4.795e+07,0,2.3975e+07,0,0,2.3975e+07
206,0,4.795e+07,0,2.3975e+07,0,0,2.3975e+07
208,0,4.795e+07,0,2.3975e+07,0,0,2.3975e+07
209,0,4.795e+07,0,2.3975e+07,0,0,2.3975e+07
210,0,4.7951e+07,0,2.3975e+07,0,0,2.3975e+07
211,0,4.7951e+07,0,2.3975e+07,0,0,2.3975e+07
213,0,4.7951e+07,0,2.3975e+07,0,0,2.3975e+07
214,0,4.7951e+07,0,2.3976e+07,0,0,2.3976e+07
215,0,4.7952e+07,0,2.3976e+07,0,0,2.3976e+07
217,0,4.7952e+07,0,2.3976e+07,0,0,2.3976e+07
218,0,4.7952e+07,0,2.3976e+07,0,0,2.3976e+07
219,0,4.7952e+07,0,2.3976e+07,0,0,2.3976e+07
220,0,4.7952e+07,0,2.3976e+07,0,0,2.3976e+07
222,0,4.7953e+07,0,2.3976e+07,0,0,2.3976e+07
223,0,4.7953e+07,0,2.3977e+07,0,0,2.3977e+07
224,0,4.7953e+07,0,2.3977e+07,0,0,2.3977e+07
225,0,4.7954e+07,0,2.3977e+07,0,0,2.3977e+07
227,0,4.7954e+07,0,2.3977e+07,0,0,2.3977e+07
228,0,4.7954e+07,0,2.3977e+07,0,0,2.3977e+07
229,0,4.7954e+07,0,2.3977e+07,0,0,2.3977e+07
230,0,4.7954e+07,0,2.3977e+07,0,0,2.3977e+07
231,0,4.7955e+07,0,2.3977e+07,0,0,2.3977e+07
233,0,4.7955e+07,0,2.3977e+07,0,0,2.3977e+07
234,0,4.7955e+07,0,2.3978e+07,0,0,2.3978e+07
235,0,4.7956e+07,0,2.3978e+07,0,0,2.3978e+07
237,0,4.7956e+07,0,2.3978e+07,0,0,2.3978e+07
238,0,4.7956e+07,0,2.3978e+07,0,0,2.3978e+07
239,0,4.7956e+07,0,2.3978e+07,0,0,2.3978e+07
240,0,4.7957e+07,0,2.3978e+07,0,0,2.3978e+07
241,0,4.7957e+07,0,2.3978e+07,0,0,2.3978e+07
243,0,4.7957e+07,0,2.3978e+07,0,0,2.3978e+07
244,0,4.7957e+07,0,2.3979e+07,0,0,2.3979e+07
245,0,4.7957e+07,0,2.3979e+07,0,0,2.3979e+07
246,0,4.7958e+07,0,2.3979e+07,0,0,2.3979e+07
248,0,4.7958e+07,0,2.3979e+07,0,0,2.3979e+07
249,0,4.7958e+07,0,2.3979e+07,0,0,2.3979e+07
250,0,4.7959e+07,0,2.3979e+07,0,0,2.3979e+07
251,0,4.7959e+07,0,2.3979e+07,0,0,2.3979e+07
252,0,4.7959e+07,0,2.3979e+07,0,0,2.3979e+07
254,0,4.7959e+07,0,2.398e+07,0,0,2.398e+07
255,0,4.7959e+07,0,2.398e+07,0,0,2.398e+07
256,0,4.796e+07,0,2.398e+07,0,0,2.398e+07
258,0,4.796e+07,0,2.398e+07,0,0,2.398e+07
259,0,4.796e+07,0,2.398e+07,0,0,2.398e+07
260,0,4.796e+07,0,2.398e+07,0,0,2.398e+07
261,0,4.7961e+07,0,2.398e+07,0,0,2.398e+07
263,0,4.7961e+07,0,2.398e+07,0,0,2.398e+07
264,0,4.7961e+07,0,2.3981e+07,0,0,2.3981e+07
265,0,4.7962e+07,0,2.3981e+07,0,0,2.3981e+07
267,0,4.7962e+07,0,2.3981e+07,0,0,2.3981e+07
268,0,4.7962e+07,0,2.3981e+07,0,0,2.3981e+07
269,0,4.7962e+07,0,2.3981e+07,0,0,2.3981e+07
271,0,4.7962e+07,0,2.3981e+07,0,0,2.3981e+07
272,0,4.7963e+07,0,2.3981e+07,0,0,2.3981e+07
273,0,4.7963e+07,0,2.3981e+07,0,0,2.3981e+07
274,0,4.7963e+07,0,2.3982e+07,0,0,2.3982e+07
275,0,4.7963e+07,0,2.3982e+07,0,0,2.3982e+07
277,0,4.7964e+07,0,2.3982e+07,0,0,2.3982e+07
278,0,4.7964e+07,0,2.3982e+07,0,0,2.3982e+07
279,0,4.7964e+07,0,2.3982e+07,0,0,2.3982e+07
281,0,4.7964e+07,0,2.3982e+07,0,0,2.3982e+07
282,0,4.7965e+07,0,2.3982e+07,0,0,2.3982e+07
283,0,4.7965e+07,0,2.3982e+07,0,0,2.3982e+07
285,0,4.7965e+07,0,2.3983e+07,0,0,2.3983e+07
286,0,4.7966e+07,0,2.3983e+07,0,0,2.3983e+07
287,0,4.7966e+07,0,2.3983e+07,0,0,2.3983e+07
288,0,4.7966e+07,0,2.3983e+07,0,0,2.3983e+07
289,0,4.7966e+07,0,2.3983e+07,0,0,2.3983e+07
291,0,4.7967e+07,0,2.3983e+07,0,0,2.3983e+07
292,0,4.7967e+07,0,2.3983e+07,0,0,2.3983e+07
293,0,4.7967e+07,0,2.3983e+07,0,0,2.3983e+07
294,0,4.7967e+07,0,2.3984e+07,0,0,2.3984e+07
296,0,4.7968e+07,0,2.3984e+07,0,0,2.3984e+07
297,0,4.7968e+07,0,2.3984e+07,0,0,2.3984e+07
298,0,4.7968e+07,0,2.3984e+07,0,0,2.3984e+07
299,0,4.7968e+07,0,2.3984e+07,0,0,2.3984e+07
301,0,4.7968e+07,0,2.3984e+07,0,0,2.3984e+07
